srcip,sport,dstip,dport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,attack_cat,label
141,60651,159,21,udp,FIN,35.42754933758605,1134,1856,213,53,0,9,http,2.747429453975403,7.947678645351473,34,48,225,52298,38705,653,0.7224632699590265,0.044240336360339305,0.056223817143369215,DoS,0
24,7014,113,301,udp,FIN,57.80055719791597,568,411,116,28,0,4,ssh,2.059898584398109,5.0487178729789575,28,38,667,56818,76278,821,0.2711381540601827,0.6057695749754515,0.04710380553562532,Fuzzers,1
143,26595,123,353,udp,INT,39.07276734924978,572,671,114,194,2,4,ftp,6.755496478733858,5.630634137237703,19,95,447,67476,31646,787,0.1443541353842609,0.7204649204525694,0.8481257827310237,Analysis,1
202,18576,128,696,icmp,INT,1.497947677287792,1486,1560,166,156,6,6,ssh,7.218743959625308,8.873407329028083,65,48,361,18394,97077,264,0.6245558856533275,0.970229471330383,0.19669293939051113,DoS,0
78,62961,172,862,tcp,CON,41.06759664317373,1462,1750,140,152,5,1,ssh,9.300080558434583,7.635075882187731,94,81,760,61444,15758,924,0.6415756780187133,0.14454010835458753,0.6591494838389781,DoS,1
154,11739,181,141,tcp,INT,89.4940385541802,1771,1180,141,33,8,2,dns,6.862626832281084,0.5962256785738673,11,2,499,34031,95780,696,0.16408988856729123,0.7062807254105117,0.9975057895743215,DoS,1
8,15260,115,171,tcp,FIN,85.79351430953743,1544,1591,229,29,9,4,http,0.6487675204294441,0.39597381729293724,28,94,538,41784,15095,961,0.3450754589199594,0.12878354390402957,0.5498259380037342,Backdoor,0
89,20236,90,697,udp,FIN,10.378223102274553,338,1246,189,193,1,0,ssh,8.351330917877243,1.8851211985834504,34,87,487,67785,36094,402,0.002104602109112008,0.40242124975902915,0.30214755739713006,Normal,0
111,7838,11,374,tcp,FIN,30.6958084111854,974,1899,15,202,8,0,smtp,2.166727300500928,4.613297282759955,49,27,777,45332,96572,567,0.4181553445916165,0.24770391984214513,0.1042963650390808,Normal,0
250,42534,198,721,icmp,CON,7.38579265026329,44,1922,243,200,7,8,ssh,6.317417750424853,2.8681133217752794,9,1,128,40624,38239,793,0.48086272557537524,0.5559786254676615,0.2454979048960313,Fuzzers,0
55,34876,58,21,icmp,FIN,29.803546317039753,1814,513,144,215,1,2,ftp,9.32892218141776,2.0863599948681255,83,42,868,79505,29834,268,0.3926538623244856,0.657467267836721,0.9592807334587123,Analysis,0
71,36999,111,545,icmp,INT,29.76814398060589,1532,719,18,37,0,5,ftp,6.853678352410684,8.085918136359465,80,85,906,74961,58050,225,0.18079606033400197,0.26890209091324646,0.4145548432891164,DoS,1
104,59551,253,43,udp,CON,5.318137932125023,1637,1896,97,126,1,1,dns,4.31981908847876,5.296907269371205,13,73,664,64071,26918,253,0.990917868906923,0.3128832978321957,0.8853956353073069,Analysis,1
253,28964,200,975,udp,INT,89.52452410181004,1473,603,6,114,6,6,smtp,3.9900980994529514,9.671106267182042,86,4,356,18298,40304,575,0.6582578743112462,0.49154673160637263,0.021770715219542103,Normal,1
217,21104,88,166,icmp,CON,83.98770847186789,192,1332,142,38,8,0,ssh,0.3091105287172302,8.043787259490351,15,34,763,62373,71793,478,0.5207303753100639,0.8392390524644944,0.3877861495613958,DoS,1
9,25242,121,198,icmp,FIN,92.84635219862268,1354,1990,160,243,2,7,smtp,7.622350998236564,9.941777500079937,61,75,953,16490,71199,623,0.8463210991318388,0.009832313643267865,0.40550465008920167,Fuzzers,1
60,52643,83,122,tcp,CON,74.4358832592625,1612,1479,244,168,7,6,dns,0.31386487633456084,3.8973325879883225,20,13,522,27159,55095,452,0.26479504734569936,0.23981237625095975,0.13754729376185681,Analysis,0
209,35113,160,241,tcp,FIN,76.00495317009234,1288,1318,172,92,2,4,ftp,9.126395598819915,0.7307848263712413,79,85,305,93307,79667,876,0.15958655658312426,0.07637961011102956,0.07813440382330117,Analysis,1
15,11939,39,511,tcp,FIN,78.72420394003461,1666,404,200,190,5,8,http,4.735511182547709,7.910261212729845,6,51,994,22927,88744,387,0.4420472258860684,0.12297476821357389,0.02870884595032297,DoS,1
218,45524,242,640,udp,INT,67.52465589401622,1206,459,206,27,9,8,dns,0.10668032341817457,4.2423415531895685,47,80,132,18686,43381,840,0.7999900866272921,0.09346893436129555,0.8103207245675365,Normal,1
72,49121,251,923,udp,INT,17.596276631942608,719,463,122,235,0,5,http,5.493436651773173,2.3062823419135614,63,95,272,31156,57109,630,0.6859966503471144,0.2607954950660192,0.7413494581463146,DoS,1
234,17146,76,901,tcp,FIN,17.77359357306495,826,191,100,151,2,6,smtp,3.715368127034223,4.827555360990167,9,87,519,62518,98892,419,0.25734152425049006,0.2157354756608384,0.8130829898014281,Analysis,0
75,36958,59,104,tcp,CON,50.03596549081134,1006,1988,173,104,1,6,dns,5.709686649743082,9.106477241512504,88,77,208,84193,84360,889,0.35616951685979337,0.9824510578596037,0.2180480299051215,Backdoor,0
111,37386,137,449,udp,FIN,69.06013121363343,627,1675,19,134,3,3,dns,0.3198294511695021,3.312808442350448,2,74,772,17732,67021,747,0.6422608292704541,0.8360456114070121,0.08534537295542222,Normal,1
169,12314,165,893,udp,CON,2.971797139300736,177,1576,143,97,5,6,smtp,6.490330222243558,6.096142960105916,67,30,913,94747,45831,257,0.8689640998110422,0.21627746810295345,0.5491747611246472,Backdoor,1
33,1612,164,186,icmp,CON,54.64031715290007,1002,1554,45,109,6,3,dns,4.881677916465554,3.58490488459804,47,12,473,97398,41446,311,0.714366147483001,0.6950135834833093,0.9671901722394066,Analysis,0
142,47348,11,690,tcp,CON,88.7133502896478,561,1782,51,123,8,8,dns,6.806492389946781,8.926623877270483,45,30,247,3961,65189,471,0.4311286351855902,0.8579183748264794,0.511724304952945,DoS,0
129,40725,181,448,icmp,INT,12.601879163352258,1051,1428,223,55,1,3,smtp,1.0986442991815104,7.10901930306864,8,16,733,60296,1620,307,0.2497802176170204,0.05675112045870212,0.6609541856381214,Normal,0
200,47069,17,189,tcp,FIN,31.294462570425363,1904,553,116,155,6,7,http,9.811521953347235,4.859360886524879,94,4,214,48255,46255,936,0.4706603531070901,0.8126807743108865,0.837326171423502,Fuzzers,0
254,25366,87,81,tcp,CON,98.67500180603459,1365,498,140,31,8,1,ssh,3.9057735514568814,6.163287070675439,75,55,896,97994,89244,149,0.03660705253221985,0.3756390731086209,0.7607402130896513,Backdoor,0
169,34275,183,310,udp,INT,32.88724122687543,1868,1010,29,124,4,3,http,6.770259217986179,0.0660834425895862,66,68,379,52643,35872,133,0.15382297090576513,0.15238033215459257,0.5330179470208988,Analysis,1
104,64352,226,20,tcp,CON,2.8747765147816517,1662,426,70,213,6,5,http,0.7723663111046464,1.7564997349953138,48,40,389,35973,43002,521,0.3762594399667587,0.7497305973091504,0.45498425084683425,Normal,0
104,15569,162,214,udp,CON,68.36401411599145,1378,1077,116,181,9,8,ssh,5.286592778950428,7.080164385150516,75,4,136,63701,82062,412,0.686534538145247,0.5222367322251515,0.5912351340631674,Normal,1
107,43137,41,570,tcp,CON,98.26370248460667,312,1474,231,81,9,8,smtp,0.4622118627124461,0.27154629752789816,29,82,506,41300,6695,305,0.931465588955664,0.08101926554705496,0.6023909967892673,Backdoor,1
207,9558,173,812,tcp,FIN,23.0659789199702,75,562,112,148,0,5,ftp,5.033485143357681,2.5714654550932794,60,49,689,35995,94854,168,0.21911299986654642,0.7386123938779873,0.48671691906144465,Analysis,0
82,5261,10,527,udp,INT,21.606745102677717,347,468,161,15,6,0,ftp,5.967007005756098,2.111778282924522,19,12,457,40152,25422,574,0.4008836475270311,0.5389919904493442,0.07596624395083884,Normal,1
43,62777,59,748,tcp,FIN,43.18825689522993,86,323,178,240,1,8,ftp,8.769963527933182,7.202877793050728,13,86,569,25846,26774,575,0.6470379212816944,0.6854102116343356,0.03427159842671201,Fuzzers,1
85,9398,32,94,udp,FIN,53.59073698550858,1014,1117,51,60,0,6,smtp,6.527694260984603,0.6795118483613882,20,43,369,13468,76029,109,0.38037997510402877,0.9134342995107158,0.4444183803342111,DoS,0
6,43331,251,325,tcp,CON,81.46909097659251,1206,404,69,37,2,6,ftp,3.7850586558769637,6.168528132558434,40,62,525,49760,95984,602,0.8841042416006099,0.07601687948002289,0.9896878729301353,DoS,0
27,34195,94,681,udp,CON,99.34867286261594,1118,1834,135,242,1,5,smtp,8.253733046821441,5.535443349525035,81,67,476,87185,66966,436,0.3850472538072742,0.08863054929438252,0.826930899178103,Normal,1
23,53228,142,74,tcp,CON,81.30239723980142,491,664,100,101,0,5,ftp,4.481657317771784,3.4817683419325562,44,58,655,63182,18988,152,0.8276068784118541,0.6825326383487498,0.26750877753466684,Normal,1
196,36286,201,606,tcp,FIN,29.090779341708384,879,1594,207,63,4,5,http,5.158929484232566,2.685909636965306,49,40,903,52612,94135,657,0.9974842910177344,0.7960467947405293,0.8783182144689546,Backdoor,1
184,45986,247,189,icmp,INT,78.61698886970571,1317,867,105,2,4,6,ssh,2.89741658321776,0.9517324843421959,20,14,921,55141,13726,146,0.0917709783571855,0.4044576174879455,0.7004614864482915,DoS,1
177,58705,253,441,tcp,INT,63.08710195794962,623,1701,114,119,4,8,http,5.265621233292502,7.90513808196572,53,97,450,81674,35750,190,0.1644685235213228,0.5578136506546842,0.9486707555049373,Fuzzers,1
118,54534,42,652,icmp,CON,49.0951416430087,227,76,44,209,3,7,http,7.033471818583296,6.668897113116411,11,10,897,34821,45869,610,0.11039185840690158,0.9592797341734769,0.6265881153303187,Analysis,1
183,47591,101,1010,tcp,CON,63.46661405957013,365,476,179,37,6,8,http,3.9167969902533573,4.705931526993597,61,22,435,28239,24380,406,0.32110388890097663,0.8443200572300709,0.015942848515404062,Fuzzers,1
41,11506,103,110,tcp,INT,43.97646022505952,1975,975,187,185,1,1,ftp,0.871989898638027,0.9979817734069218,32,51,781,48136,77954,943,0.44161000135841144,0.6785388430616012,0.9606785364268472,Normal,0
229,11952,203,572,icmp,CON,63.22100871933737,457,1096,118,47,2,4,dns,8.614429498834975,3.9764154029709364,25,88,501,95544,43825,293,0.41562264934122817,0.618114951672315,0.7860102020705618,Fuzzers,1
128,33082,86,558,udp,FIN,73.68252963242797,264,1076,170,227,0,7,http,7.482602034829256,0.4342066811987322,53,96,572,25945,68856,806,0.7497944898187887,0.04532115390884539,0.4257869252377541,Normal,1
239,43527,59,83,tcp,FIN,1.3721602531203136,1678,1388,248,88,3,3,http,2.132928620128536,5.274830485153275,40,39,937,33179,93627,396,0.9327140913183355,0.0709397819648484,0.6996127538036924,Fuzzers,1
39,44060,192,635,tcp,CON,61.6236732116786,699,971,102,183,0,4,dns,4.533496215513133,0.2410303043551787,56,33,282,61710,89974,929,0.8239223269082017,0.7272109688026572,0.24667871826511234,DoS,0
127,51773,126,95,tcp,INT,15.304839605281927,1916,1562,5,139,6,2,ssh,7.2242017868868835,6.221952074920072,8,2,781,47302,270,303,0.7641431934105974,0.4586609538057358,0.3009947233501671,DoS,0
177,7693,190,710,tcp,FIN,33.664280107668944,231,1201,41,141,4,7,http,6.387588819232216,5.6594397040044795,95,43,739,92708,13550,143,0.6160927683941123,0.40158672442552035,0.4198827110947322,Analysis,1
126,12212,97,228,icmp,FIN,44.36379267809334,146,1816,164,90,5,0,dns,5.114193172828201,7.865795157967797,66,57,215,73357,22674,869,0.7266383381833633,0.6313691806110847,0.7017904139442304,Normal,1
114,10697,124,145,icmp,INT,97.22411235949858,792,215,200,192,7,7,ftp,0.16708847470467414,7.466111848632204,82,35,370,87969,18856,704,0.738752628065875,0.7488625525498206,0.18599857272225784,Fuzzers,1
43,35927,3,91,tcp,FIN,32.55649096137191,1804,1400,137,67,2,4,smtp,9.449046758887803,9.00818615114882,68,88,606,97586,95037,488,0.060430847423215805,0.17097198428102844,0.7364509697278349,Fuzzers,0
97,41922,5,481,tcp,CON,81.93154893891241,699,1767,177,99,1,0,ssh,6.984901684761264,9.248578952244632,40,27,227,35444,37260,498,0.9933301368099524,0.7216417888041827,0.796955152218258,Backdoor,0
61,8477,1,256,udp,FIN,33.70594421284062,1456,170,4,139,3,1,ftp,8.048727342769322,9.504337456013813,31,64,232,27447,68109,768,0.6435953611869721,0.7973214426808667,0.03950056135523328,Fuzzers,1
77,57065,45,485,icmp,CON,22.932497705983046,1305,498,169,83,7,5,http,9.896337664616508,7.562672204888755,70,18,597,25437,6669,911,0.4100866885435529,0.7715838990068576,0.7298999894752576,Backdoor,0
174,20599,89,919,tcp,CON,43.400814236805786,186,508,162,21,1,5,ftp,2.9622698910728875,4.768637507209844,91,1,541,3605,26850,279,0.09557475653638814,0.8972186974155185,0.6322020510636465,Fuzzers,0
161,43628,13,858,icmp,FIN,8.98642889695923,1724,897,241,241,1,3,smtp,0.28011277948252866,7.366733392545546,37,59,576,87203,48363,134,0.9334346651140504,0.47863707113781606,0.4989962881428187,Fuzzers,1
155,49512,41,773,tcp,FIN,81.93042324902908,271,1049,100,43,9,8,smtp,0.6354415359962118,1.731413611842797,58,46,408,13049,81010,963,0.07888115259547668,0.5725519641645013,0.5356801896953618,Analysis,1
92,3359,216,490,icmp,CON,49.83172381926014,1628,1718,205,58,5,0,http,6.167953679389084,3.4444270256502807,70,4,448,93336,41088,429,0.764159021190004,0.12646304761184457,0.8709981916518743,Backdoor,0
244,56814,218,132,icmp,FIN,68.75370829652343,268,791,62,174,8,6,ftp,5.1522860116346,5.361943528988066,65,72,462,20577,66842,975,0.39414245415165683,0.7114892744351515,0.47563606697631255,Fuzzers,0
23,63627,74,428,udp,CON,79.7738348923021,1476,1442,229,41,3,2,http,2.730774363299652,3.9901706157010706,81,48,205,84192,80483,678,0.6919563514990172,0.4118130830405513,0.2954997486240728,Fuzzers,0
88,62866,241,41,udp,INT,40.89123998047053,1794,1684,141,169,6,8,ssh,0.3830424509833241,0.6576815539715231,20,39,458,57513,98953,271,0.6418643364411118,0.1871267535460418,0.4861788652478569,Analysis,0
30,10023,30,143,tcp,FIN,45.07142534488682,1995,1455,194,111,1,9,http,8.996126135854134,4.346903858548065,35,37,737,51202,95454,735,0.2789013784994637,0.3434626145535157,0.04025278000023236,Backdoor,1
87,26354,8,322,icmp,INT,25.356618694195333,1358,1839,134,181,9,0,ssh,8.56904226783789,4.122771170175455,38,40,169,61418,90499,340,0.9641307048272608,0.2988052999929727,0.9675834747279894,DoS,1
245,16026,90,717,icmp,INT,71.43182807957311,125,1609,190,18,7,5,ssh,3.20276102715792,5.721555734812864,65,19,432,57529,54183,374,0.1150547898621106,0.9800254327258098,0.061182478136736385,Normal,1
94,30105,68,811,icmp,FIN,83.22604225148294,106,769,206,32,9,7,dns,5.992147623282454,2.679680130234723,49,89,631,64023,36345,648,0.05097427925230957,0.9913913091101373,0.144710848085692,Backdoor,1
231,63920,20,642,icmp,CON,57.41524300701948,1587,1935,193,110,4,6,ftp,0.2876359901975023,9.620771967577841,55,55,928,68866,87321,126,0.8495370556343707,0.1838362846729822,0.6558405657972095,Analysis,1
126,50253,216,278,tcp,CON,3.8593804389255193,953,1893,251,36,0,4,ssh,2.044713640672553,3.0066159905493306,77,85,942,99443,29385,724,0.514663056229791,0.5857533636338137,0.8523747156339933,Normal,0
178,50764,249,739,udp,CON,71.16147074167284,295,120,241,194,4,0,dns,8.179141371418424,0.38522705725421824,37,43,696,11455,33486,537,0.4436338040231168,0.18419255823996838,0.37032673440604014,Analysis,1
117,28243,69,1020,udp,CON,66.68742114044399,564,1929,203,86,3,2,smtp,3.332699703527177,6.135267249994312,41,23,281,34095,8598,407,0.33274100271494966,0.4482072242637789,0.931492373410288,DoS,0
68,61443,81,678,tcp,CON,34.25792620855847,1231,1994,134,88,4,8,ftp,7.902115188543036,0.05134744602805941,88,3,604,37763,63761,566,0.06530175786939152,0.37453904727365583,0.6510909524076363,DoS,1
195,60377,183,784,icmp,CON,40.92367759949275,224,1702,24,87,8,9,smtp,7.997724267430933,7.762880065293314,42,29,298,48819,95262,238,0.04808550942967604,0.8301532117995906,0.4342145524210038,Backdoor,0
247,53059,237,898,tcp,INT,49.5190074422939,1629,1872,105,80,2,1,http,0.9595619281770407,7.743464643408768,54,59,276,17328,37262,991,0.07325850633339115,0.9861654309623944,0.0382043407378192,Analysis,0
67,53566,73,738,udp,INT,79.07877222002293,1578,1670,155,222,5,0,ssh,3.6021513213874092,2.4231883579135394,59,26,322,29543,2594,641,0.04886214818004708,0.02398517010687773,0.8250143075837709,DoS,1
198,43068,174,900,tcp,FIN,68.0621300851202,1336,317,245,96,3,2,ftp,3.157512760813399,3.8270547067846117,59,30,540,47268,68448,917,0.20594742337730887,0.61396374245225,0.3781465266894394,Normal,1
67,7174,6,317,icmp,FIN,51.70622744780192,1119,100,81,105,7,2,ssh,3.1740654399458657,5.278154487632506,36,99,416,68161,53352,269,0.08529415831306575,0.6587625387179195,0.2884683760311323,Normal,1
183,19380,144,328,tcp,CON,80.55054038540833,264,617,247,141,5,2,dns,6.150031044563546,4.849490390646637,38,57,432,22448,76860,655,0.24138864807311033,0.8209426747854153,0.16621890351579516,Fuzzers,1
201,50619,251,195,udp,CON,85.91573257132922,825,111,148,151,6,4,http,3.1524564704886258,4.998402476533066,76,14,944,45842,88021,647,0.16848803734846596,0.6110085992739032,0.7788413287846818,Fuzzers,1
115,22111,121,203,udp,INT,5.179309637307261,400,1331,222,247,0,7,ftp,3.962130910453705,3.7733706239981792,18,81,496,39149,91091,371,0.5628359426826068,0.14179633105010314,0.5697242846577173,Normal,1
188,12145,163,575,tcp,CON,6.981412240229979,1154,1730,181,25,9,8,ssh,8.331423898988733,1.1711241764968994,46,33,807,56690,7159,816,0.2245413775388343,0.5077411176212966,0.5693111175438449,Fuzzers,0
70,62133,175,950,icmp,FIN,47.566961653532935,1778,1765,146,58,9,5,ftp,7.654312980310662,1.3352622166599282,82,7,587,98896,81216,104,0.46905848562984653,0.5736405054251303,0.69650389574224,DoS,1
21,32527,161,242,tcp,INT,78.16168499969383,1771,229,206,251,3,2,ftp,6.301330797526389,4.391007617948777,94,42,935,17051,1378,270,0.09322084250164708,0.3719537099920517,0.02390713550351553,Fuzzers,1
25,56543,175,735,udp,INT,10.976763879633866,1824,1102,160,160,0,1,ssh,3.8250073676416396,6.5000476682764265,49,60,685,22049,76514,705,0.2743457767759693,0.1927448831745282,0.27400231904473793,Normal,0
114,19355,226,98,tcp,FIN,86.33888014240149,712,1078,207,99,0,3,ftp,0.46259573841599955,5.981271191130055,38,36,695,69268,15005,591,0.6591438893649393,0.7274476998683678,0.350104146998259,DoS,1
230,24215,3,994,udp,INT,13.724580744930993,1503,1045,114,160,9,8,ftp,1.0326457523923305,1.6919271843961148,45,24,803,24642,80348,562,0.16501331710628542,0.9493111154369727,0.034617581953704235,Backdoor,1
33,23170,225,547,tcp,CON,69.54782630158796,915,1804,10,174,8,6,smtp,8.563270972732338,9.52686353448565,94,5,243,85277,91558,393,0.46917986008568946,0.3117169941002762,0.8518239575754792,Analysis,1
116,25103,231,518,icmp,FIN,80.33145659449093,615,274,54,164,9,5,ftp,3.7055011935768603,1.0122475098428796,57,42,762,84828,50897,175,0.6337760797361577,0.20099847051093045,0.8447936843800621,Backdoor,1
179,29253,230,381,udp,FIN,4.548406197735256,1534,179,135,149,5,1,smtp,8.904168199180235,7.273491698057002,67,77,337,99792,40115,113,0.4266312419737279,0.7247733590873451,0.12780610508215895,Normal,0
52,20228,94,986,udp,FIN,84.87425515452045,530,1458,26,209,9,0,ssh,6.59627342094399,6.300884682755968,85,15,599,38112,91204,661,0.9912257586419112,0.7146454432639026,0.2553030178626652,DoS,0
184,53549,149,441,icmp,FIN,84.14834712061555,1312,1228,117,114,5,9,ftp,2.505912696733911,9.065820616848265,32,76,174,81774,8660,749,0.160550054063882,0.7597551277878996,0.15703538491363211,Analysis,0
78,22062,90,143,udp,INT,14.594864748879644,181,1018,4,78,9,1,smtp,9.672941020809107,9.932139801544405,54,79,517,72835,60058,770,0.3535803124197453,0.8591980911327228,0.16310694576078544,Fuzzers,0
206,29506,214,586,icmp,INT,20.904609328714972,1213,394,130,17,9,5,ssh,7.320754998700459,0.0029817143006605207,24,35,126,14397,17372,574,0.3993743446255491,0.4771686871842131,0.9139088741096666,DoS,0
148,56546,104,612,icmp,INT,86.03188944704603,957,244,55,37,6,8,http,9.037774813626813,3.9251556095003615,14,5,843,23499,39655,224,0.44156252342775226,0.8949318389943614,0.7647952151589533,Analysis,0
